Title,IMDb Rating,Year,Certificates,Director,Star Cast,Duration (minutes),Star Cast Lower,Star Cast List,Star Cast List Clean,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western
failure,0.7321428571428573,0.9259259259259259,R,james w. hawk,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.25940959409594094,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
robot taekwon v tan! sujung teukgongdae,0.267857142857143,0.5555555555555556,R,cheong-gi kim,"Sang-jo Park, Il-cheong Hwang, Seok-ok Kim",0.25940959409594094,"sang-jo park, il-cheong hwang, seok-ok kim","['sang-jo park', 'il-cheong hwang', 'seok-ok kim']","['sang-jo park', 'il-cheong hwang', 'seok-ok kim']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
he talata,0.3750000000000001,0.40740740740740744,R,abbas kamel,"Rushdi Abazah, Tawfik El Deken, Nagwa Fouad",0.25940959409594094,"rushdi abazah, tawfik el deken, nagwa fouad","['rushdi abazah', 'tawfik el deken', 'nagwa fouad']","['rushdi abazah', 'tawfik el deken', 'nagwa fouad']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gargaroth,0.8035714285714288,0.8055555555555556,R,colton sears,"Colton Sears, Paul Tungate, Helen Rule",0.25940959409594094,"colton sears, paul tungate, helen rule","['colton sears', 'paul tungate', 'helen rule']","['colton sears', 'paul tungate', 'helen rule']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carla's frametravel,0.4821428571428572,0.9351851851851851,R,fran gas,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.25940959409594094,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead grid,0.8392857142857144,0.9259259259259259,R,seth marrotte,"Jamie Farnsworth, Jeremy Farnsworth, Spencer Dixon",0.25940959409594094,"jamie farnsworth, jeremy farnsworth, spencer dixon","['jamie farnsworth', 'jeremy farnsworth', 'spencer dixon']","['jamie farnsworth', 'jeremy farnsworth', 'spencer dixon']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bloggers,0.4821428571428572,0.9259259259259259,R,ángel manuel chivite,"Miry Alvero, Javier Carmona, Carmen Chivite",0.25940959409594094,"miry alvero, javier carmona, carmen chivite","['miry alvero', 'javier carmona', 'carmen chivite']","['miry alvero', 'javier carmona', 'carmen chivite']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
air no. ,0.6071428571428572,0.8981481481481481,R,benjamin czycholl,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.25940959409594094,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ulemae : esperman gwa ulemae,0.5357142857142859,0.7037037037037037,R,cheong-gi kim,"Hyung-rae Shim, Eun-Gyeong Cheon, Ri-na Kang",0.25940959409594094,"hyung-rae shim, eun-gyeong cheon, ri-na kang","['hyung-rae shim', 'eun-gyeong cheon', 'ri-na kang']","['hyung-rae shim', 'eun-gyeong cheon', 'ri-na kang']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gol a gol,0.4464285714285716,0.861111111111111,R,fábio allon,"Pedro Albigo, Luiz Bertazzo, Giuly Biancato",0.25940959409594094,"pedro albigo, luiz bertazzo, giuly biancato","['pedro albigo', 'luiz bertazzo', 'giuly biancato']","['pedro albigo', 'luiz bertazzo', 'giuly biancato']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
die letzte droge,0.6250000000000002,0.8240740740740741,R,stefan kluge,"Julia AndräThomas P. Bechholds, Mathias Eimann",0.25940959409594094,"julia andräthomas p. bechholds, mathias eimann","['julia andräthomas p. bechholds', 'mathias eimann']","['julia andräthomas p. bechholds', 'mathias eimann']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new type: tada ai no tame ni,0.3750000000000001,0.8425925925925926,R,ryûichi hiroki,"Shôichirô Masumoto, Aya Ohmasa, Kazuma Sano",0.25940959409594094,"shôichirô masumoto, aya ohmasa, kazuma sano","['shôichirô masumoto', 'aya ohmasa', 'kazuma sano']","['shôichirô masumoto', 'aya ohmasa', 'kazuma sano']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lipgloss explosion!,0.2857142857142858,0.7777777777777778,R,chris morrissey,"Share Cherrie, Vickie Velvet, Johnny Diaz Reyes",0.25940959409594094,"share cherrie, vickie velvet, johnny diaz reyes","['share cherrie', 'vickie velvet', 'johnny diaz reyes']","['share cherrie', 'vickie velvet', 'johnny diaz reyes']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cryptotrip,0.6964285714285715,0.8796296296296297,R,christopher maloney,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.25940959409594094,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
power,0.25000000000000006,0.8518518518518519,R,bryan belser,"Bryan Belser, James Clinton, Kenneth Janosko",0.25940959409594094,"bryan belser, james clinton, kenneth janosko","['bryan belser', 'james clinton', 'kenneth janosko']","['bryan belser', 'james clinton', 'kenneth janosko']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
super-coming,0.3928571428571429,0.7222222222222222,R,hiroaki tada,"Chapman, Kera, Asako Maekawa",0.25940959409594094,"chapman, kera, asako maekawa","['chapman', 'kera', 'asako maekawa']","['chapman', 'kera', 'asako maekawa']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
battle at beaver creek,0.33928571428571436,0.8981481481481481,Not Rated,brian c. taylor,"Jim Brown, Matt Brown, Bob Carson",0.13284132841328417,"jim brown, matt brown, bob carson","['jim brown', 'matt brown', 'bob carson']","['jim brown', 'matt brown', 'bob carson']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the return of the loch ness monster from outer space,0.642857142857143,0.8796296296296297,R,stanislov stanislovski,Stanislov Stanislovski,0.25940959409594094,stanislov stanislovski,['stanislov stanislovski'],['stanislov stanislovski'],['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrows of time,0.8392857142857144,0.9259259259259259,R,duncan hendy,"Colin Baker, John Guilor, Chris Walker-Thomson",0.25940959409594094,"colin baker, john guilor, chris walker-thomson","['colin baker', 'john guilor', 'chris walker-thomson']","['colin baker', 'john guilor', 'chris walker-thomson']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
or so the story goes: happy thoughts,0.6785714285714287,0.9074074074074074,R,theresa labreglio,"Melissa Malone, Rayna Loos, Noah Dunton",0.25940959409594094,"melissa malone, rayna loos, noah dunton","['melissa malone', 'rayna loos', 'noah dunton']","['melissa malone', 'rayna loos', 'noah dunton']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
out of the fog,0.2857142857142858,0.8518518518518519,Not Rated,maya batash,"Maya Batash, Francis Dumaurier, Robert Farrior",0.14760147601476015,"maya batash, francis dumaurier, robert farrior","['maya batash', 'francis dumaurier', 'robert farrior']","['maya batash', 'francis dumaurier', 'robert farrior']",['Fantasy'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
taken in the night,0.7142857142857144,0.9351851851851851,R,larry rosen,"Brett Eidman, Bonnie C. Harper, Andrew Ayala",0.25940959409594094,"brett eidman, bonnie c. harper, andrew ayala","['brett eidman', 'bonnie c. harper', 'andrew ayala']","['brett eidman', 'bonnie c. harper', 'andrew ayala']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
syupeo hong gil-dong : jjamppong hong gil-dong,0.3035714285714286,0.6759259259259259,R,jong-ho lim,"Lee Chang-hoon, Yeong-jun Choi, Yeong-ho Lee",0.25940959409594094,"lee chang-hoon, yeong-jun choi, yeong-ho lee","['lee chang-hoon', 'yeong-jun choi', 'yeong-ho lee']","['lee chang-hoon', 'yeong-jun choi', 'yeong-ho lee']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l'ennemi sans visage,0.23214285714285726,0.2685185185185185,R,robert-paul dagan,"Louise Carletti, Frank Villard, Roger Karl",0.25940959409594094,"louise carletti, frank villard, roger karl","['louise carletti', 'frank villard', 'roger karl']","['louise carletti', 'frank villard', 'roger karl']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a foundling,0.6071428571428572,0.861111111111111,Not Rated,carly lyn,"Cindy Chiu, Tim Chiou, Nora J. Novak",0.16236162361623618,"cindy chiu, tim chiou, nora j. novak","['cindy chiu', 'tim chiou', 'nora j. novak']","['cindy chiu', 'tim chiou', 'nora j. novak']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i epistrofi tou kyriakou delaporta,0.41071428571428586,0.8240740740740741,R,zachos samoladas,"Anastasia Bartzoulianou, Zachos Samoladas",0.25940959409594094,"anastasia bartzoulianou, zachos samoladas","['anastasia bartzoulianou', 'zachos samoladas']","['anastasia bartzoulianou', 'zachos samoladas']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the egg,0.3750000000000001,0.9074074074074074,R,josef orlandi,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.25940959409594094,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the motherhood archives,0.5892857142857144,0.8888888888888888,R,irene lusztig,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.25940959409594094,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f.l.s.,0.642857142857143,0.8703703703703703,R,thanos tsavlis,"Thanos Tsavlis, Karytsas Giannis, Tzortzopoulou Lussy",0.25940959409594094,"thanos tsavlis, karytsas giannis, tzortzopoulou lussy","['thanos tsavlis', 'karytsas giannis', 'tzortzopoulou lussy']","['thanos tsavlis', 'karytsas giannis', 'tzortzopoulou lussy']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oigyeseo on ulemae ,0.41071428571428586,0.6388888888888888,R,cheong-gi kim,"Hyung-rae Shim, Keum-ran Son, Yun-a Woo",0.25940959409594094,"hyung-rae shim, keum-ran son, yun-a woo","['hyung-rae shim', 'keum-ran son', 'yun-a woo']","['hyung-rae shim', 'keum-ran son', 'yun-a woo']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
concert for a rat,0.41071428571428586,0.7222222222222222,R,oleg kovalov,"Daniil Kharms, Timur Vaulin, Oleg Kovalov",0.25940959409594094,"daniil kharms, timur vaulin, oleg kovalov","['daniil kharms', 'timur vaulin', 'oleg kovalov']","['daniil kharms', 'timur vaulin', 'oleg kovalov']",['Fantasy'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
the night fisherman,0.5357142857142859,0.7962962962962963,R,joseph cahill,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.25940959409594094,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Mystery'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the best of the lads ,0.6071428571428572,0.962962962962963,R,jack vickers,"Jacob Fountain, Alex Wheeler, Joel Cain",0.25940959409594094,"jacob fountain, alex wheeler, joel cain","['jacob fountain', 'alex wheeler', 'joel cain']","['jacob fountain', 'alex wheeler', 'joel cain']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
al centro de la tierra,0.6607142857142858,0.9074074074074074,R,daniel rosenfeld,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.25940959409594094,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
confinement,0.2142857142857143,0.8148148148148148,R,david lee stewart,"David Lee Stewart, Bette Cassatt, Demetrius Parker",0.25940959409594094,"david lee stewart, bette cassatt, demetrius parker","['david lee stewart', 'bette cassatt', 'demetrius parker']","['david lee stewart', 'bette cassatt', 'demetrius parker']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glitch: tersesat dalam waktu,0.2857142857142858,0.8518518518518519,R,david purnomo,"Fikha Effendi, Amanda Faried, Andhika Pratama",0.25940959409594094,"fikha effendi, amanda faried, andhika pratama","['fikha effendi', 'amanda faried', 'andhika pratama']","['fikha effendi', 'amanda faried', 'andhika pratama']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cryptopticon,0.5357142857142859,0.861111111111111,R,phillip marzella,Phillip Marzella,0.25940959409594094,phillip marzella,['phillip marzella'],['phillip marzella'],['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fagyott május,0.25000000000000006,0.9259259259259259,R,péter lichter,"Imre Bartók, Roger Deutsch, Péter Lichter",0.25940959409594094,"imre bartók, roger deutsch, péter lichter","['imre bartók', 'roger deutsch', 'péter lichter']","['imre bartók', 'roger deutsch', 'péter lichter']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sankofa,0.5357142857142859,0.8981481481481481,R,kaleb wentzel-fisher,"Riccardo Falletta, Allie Hankins, Zuzanna Kalinowska",0.25940959409594094,"riccardo falletta, allie hankins, zuzanna kalinowska","['riccardo falletta', 'allie hankins', 'zuzanna kalinowska']","['riccardo falletta', 'allie hankins', 'zuzanna kalinowska']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
granice svemira,0.5000000000000001,0.7685185185185185,R,zvonimir miksic,"Mirsada Dizdarevic, Leon Marenkovic, Djurdjica Malesevic",0.25940959409594094,"mirsada dizdarevic, leon marenkovic, djurdjica malesevic","['mirsada dizdarevic', 'leon marenkovic', 'djurdjica malesevic']","['mirsada dizdarevic', 'leon marenkovic', 'djurdjica malesevic']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kurzzeithelden,0.5357142857142859,0.9074074074074074,R,christine wagner,"Christine Wagner, Roman Gonther",0.25940959409594094,"christine wagner, roman gonther","['christine wagner', 'roman gonther']","['christine wagner', 'roman gonther']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
emocean,0.785714285714286,0.9074074074074074,R,jonathan jarzyna,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.25940959409594094,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the oasis,0.642857142857143,0.8888888888888888,R,saptaswa basu,"Mir Afsar Ali, Rajatabha Dutta, Saptarshi Ray",0.25940959409594094,"mir afsar ali, rajatabha dutta, saptarshi ray","['mir afsar ali', 'rajatabha dutta', 'saptarshi ray']","['mir afsar ali', 'rajatabha dutta', 'saptarshi ray']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
krona  the froggy case,0.23214285714285726,0.9351851851851851,R,federico tarántola,"Luis Margani, Miguel Araña, Gerardo Baamonde",0.25940959409594094,"luis margani, miguel araña, gerardo baamonde","['luis margani', 'miguel araña', 'gerardo baamonde']","['luis margani', 'miguel araña', 'gerardo baamonde']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lick,0.75,0.9444444444444444,R,will evans,"Brady Hendricks, Alexander Hanly, Paige Martin",0.25940959409594094,"brady hendricks, alexander hanly, paige martin","['brady hendricks', 'alexander hanly', 'paige martin']","['brady hendricks', 'alexander hanly', 'paige martin']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mutiny of the red water,0.7321428571428573,0.962962962962963,R,liam gartland emond,"Michelle March, Liam Gartland Emond, Emanuelle Esther Aubin Desousa",0.25940959409594094,"michelle march, liam gartland emond, emanuelle esther aubin desousa","['michelle march', 'liam gartland emond', 'emanuelle esther aubin desousa']","['michelle march', 'liam gartland emond', 'emanuelle esther aubin desousa']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super mix,0.25000000000000006,0.9444444444444444,R,joshua armstrong,"Joshua Armstrong, Michael Southgate, Pippa Harrison",0.25940959409594094,"joshua armstrong, michael southgate, pippa harrison","['joshua armstrong', 'michael southgate', 'pippa harrison']","['joshua armstrong', 'michael southgate', 'pippa harrison']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
encarta iv: dark hope,0.3750000000000001,0.8425925925925926,R,ryan webber,"Ryan Webber, Robert William Ford, Derrick Anderson",0.25940959409594094,"ryan webber, robert william ford, derrick anderson","['ryan webber', 'robert william ford', 'derrick anderson']","['ryan webber', 'robert william ford', 'derrick anderson']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the dead experiment,0.42857142857142866,0.8888888888888888,R,anthony dixon,"Ryan Brownlee, Jenna Jade Rain, Jamie Abrams",0.25940959409594094,"ryan brownlee, jenna jade rain, jamie abrams","['ryan brownlee', 'jenna jade rain', 'jamie abrams']","['ryan brownlee', 'jenna jade rain', 'jamie abrams']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
torinoko city,0.23214285714285726,0.9259259259259259,R,hiroki yamaguchi,"Nina Yamazaki, Yûki Tamaki, Shôta Takasaki",0.25940959409594094,"nina yamazaki, yûki tamaki, shôta takasaki","['nina yamazaki', 'yûki tamaki', 'shôta takasaki']","['nina yamazaki', 'yûki tamaki', 'shôta takasaki']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kounterclockwise in forever-land,0.6071428571428572,0.8981481481481481,R,jim lujan,"Deacon Burns, Kounterclockwise, Jim Lujan",0.25940959409594094,"deacon burns, kounterclockwise, jim lujan","['deacon burns', 'kounterclockwise', 'jim lujan']","['deacon burns', 'kounterclockwise', 'jim lujan']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beta,0.3571428571428573,0.8333333333333334,R,nathan adolfson,"Cesario Tio, Lauren Barrocas, Kevin Rauch",0.25940959409594094,"cesario tio, lauren barrocas, kevin rauch","['cesario tio', 'lauren barrocas', 'kevin rauch']","['cesario tio', 'lauren barrocas', 'kevin rauch']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the future,0.25000000000000006,0.8703703703703703,Not Rated,rob cousineau,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.14760147601476015,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oigye beongaeyong,0.6785714285714287,0.6574074074074074,R,sun-deok bang,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.25940959409594094,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Family'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
evolution creek,0.3035714285714286,0.8796296296296297,R,lee bivens,"Joshua Adrian, Christina Ashleigh, Timothy Batten",0.25940959409594094,"joshua adrian, christina ashleigh, timothy batten","['joshua adrian', 'christina ashleigh', 'timothy batten']","['joshua adrian', 'christina ashleigh', 'timothy batten']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod the stormtrooper: episode v - the hidden darkness,0.4642857142857144,0.9074074074074074,R,brad schinkel,"Brian Reilly, Mike Delisle, Doug White",0.25940959409594094,"brian reilly, mike delisle, doug white","['brian reilly', 'mike delisle', 'doug white']","['brian reilly', 'mike delisle', 'doug white']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xoris elpida epiviosis ,0.5714285714285715,0.9166666666666666,R,stelios psillos,"Dimitris Adonoglou, Anna Chenade, Katerina Kachelou",0.25940959409594094,"dimitris adonoglou, anna chenade, katerina kachelou","['dimitris adonoglou', 'anna chenade', 'katerina kachelou']","['dimitris adonoglou', 'anna chenade', 'katerina kachelou']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"earth and space peace, moona history ",0.3928571428571429,0.861111111111111,Not Rated,roland jackson,Roland Jackson,0.09963099630996311,roland jackson,['roland jackson'],['roland jackson'],['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suicide or lulu and me in a world made for two,0.6250000000000002,0.8981481481481481,R,christian carroll,"Adeline Thery, Christian Carroll, Brian Shoop",0.25940959409594094,"adeline thery, christian carroll, brian shoop","['adeline thery', 'christian carroll', 'brian shoop']","['adeline thery', 'christian carroll', 'brian shoop']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adventures of an earthling,0.6607142857142858,0.861111111111111,Not Rated,mishara canino-hussung,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.13284132841328417,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the legend of cooley moon,0.1964285714285715,0.8796296296296297,Not Rated,brett dejager,"Josh Boomgaarden, Payton Braun, Carol Ceynowa",0.13653136531365315,"josh boomgaarden, payton braun, carol ceynowa","['josh boomgaarden', 'payton braun', 'carol ceynowa']","['josh boomgaarden', 'payton braun', 'carol ceynowa']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
doctor who: el mundo imperfecto,0.41071428571428586,0.8888888888888888,R,sergi páez,"Jordi Armengol, Beatle, Albert Boix",0.25940959409594094,"jordi armengol, beatle, albert boix","['jordi armengol', 'beatle', 'albert boix']","['jordi armengol', 'beatle', 'albert boix']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
oigye uloiyong,0.7321428571428573,0.6481481481481481,R,sun-deok bang,"Hyeon-gon Kim, Won-seob Seo, Chang-seon Park",0.25940959409594094,"hyeon-gon kim, won-seob seo, chang-seon park","['hyeon-gon kim', 'won-seob seo', 'chang-seon park']","['hyeon-gon kim', 'won-seob seo', 'chang-seon park']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
transference,0.3750000000000001,0.9259259259259259,R,amy tsang,"Daniel Radcliffe, Emma Watson, Rupert Grint",0.25940959409594094,"daniel radcliffe, emma watson, rupert grint","['daniel radcliffe', 'emma watson', 'rupert grint']","['daniel radcliffe', 'emma watson', 'rupert grint']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
transolar galactica,0.7142857142857144,0.8703703703703703,R,adam harum,"Adam C. Boyd, Clancy Bundy, Brian Gurnett",0.25940959409594094,"adam c. boyd, clancy bundy, brian gurnett","['adam c. boyd', 'clancy bundy', 'brian gurnett']","['adam c. boyd', 'clancy bundy', 'brian gurnett']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roswell ,0.6071428571428572,0.8333333333333334,Unrated,ian paterson,"Gabrielle Amies, Chris Becker, Cheryl Bennett",0.14760147601476015,"gabrielle amies, chris becker, cheryl bennett","['gabrielle amies', 'chris becker', 'cheryl bennett']","['gabrielle amies', 'chris becker', 'cheryl bennett']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
arkki,0.5357142857142859,0.9444444444444444,R,paavo ylämäki,"Malla Eira, Elisa Auvinen, Marina Mustonen",0.25940959409594094,"malla eira, elisa auvinen, marina mustonen","['malla eira', 'elisa auvinen', 'marina mustonen']","['malla eira', 'elisa auvinen', 'marina mustonen']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
there will be some who will not fear even that void,0.2857142857142858,0.8888888888888888,R,saeed taji farouky,"Saeed Taji Farouky, Marie-Therese Garvey, Gareth Keogh",0.25940959409594094,"saeed taji farouky, marie-therese garvey, gareth keogh","['saeed taji farouky', 'marie-therese garvey', 'gareth keogh']","['saeed taji farouky', 'marie-therese garvey', 'gareth keogh']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
casa: perros vs. aliens,0.7678571428571429,0.9537037037037037,R,bruno vega,"Bruno Vega, Guillermo Merino, David Rico",0.25940959409594094,"bruno vega, guillermo merino, david rico","['bruno vega', 'guillermo merino', 'david rico']","['bruno vega', 'guillermo merino', 'david rico']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erased,0.4821428571428572,0.8425925925925926,R,michael halper,"Dan Roach, Pia Pownall, Nick Shakoour",0.25940959409594094,"dan roach, pia pownall, nick shakoour","['dan roach', 'pia pownall', 'nick shakoour']","['dan roach', 'pia pownall', 'nick shakoour']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surviving evidence,0.3214285714285715,0.8796296296296297,R,avishai weinberger,Avishai Weinberger,0.25940959409594094,avishai weinberger,['avishai weinberger'],['avishai weinberger'],['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
