Title,IMDb Rating,Year,Certificates,Director,Star Cast,Duration (minutes),Star Cast Lower,Star Cast List,Star Cast List Clean,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western
rebel moon - part two: the scargiver,0.23214285714285726,0.9907407407407407,PG-13,zack snyder,"Zack Snyder, Kurt Johnstad, Shay Hatten",0.2804428044280443,"zack snyder, kurt johnstad, shay hatten","['zack snyder', 'kurt johnstad', 'shay hatten']","['zack snyder', 'kurt johnstad', 'shay hatten']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
borderlands,0.5714285714285715,0.9907407407407407,R,eli roth,"Eli Roth, Joe Crombie",0.25940959409594094,"eli roth, joe crombie","['eli roth', 'joe crombie']","['eli roth', 'joe crombie']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jurassic park,0.7678571428571429,0.7037037037037037,PG-13,steven spielberg,"Michael Crichton, David Koepp",0.2988929889298893,"michael crichton, david koepp","['michael crichton', 'david koepp']","['michael crichton', 'david koepp']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the fifth element,0.6607142857142858,0.7407407407407407,PG-13,luc besson,"Luc Besson, Robert Mark Kamen",0.2952029520295203,"luc besson, robert mark kamen","['luc besson', 'robert mark kamen']","['luc besson', 'robert mark kamen']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inside out,0.75,0.9074074074074074,PG,pete docter,"Pete Docter, Ronnie Del Carmen, Meg Le, Fauve",0.18081180811808117,"pete docter, ronnie del carmen, meg le, fauve","['pete docter', 'ronnie del carmen', 'meg le', 'fauve']","['pete docter', 'ronnie del carmen', 'meg le', 'fauve']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
descendants: the rise of red,0.5714285714285715,0.9907407407407407,TV-G,jennifer phang,"Rita Ora, Joshua Colley, China Anne Mc, Clain",0.25940959409594094,"rita ora, joshua colley, china anne mc, clain","['rita ora', 'joshua colley', 'china anne mc', 'clain']","['rita ora', 'joshua colley', 'china anne mc', 'clain']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wish,0.3035714285714286,0.9814814814814814,PG,chris buck,"Jennifer Lee, Allison Moore, Chris Buck",0.18081180811808117,"jennifer lee, allison moore, chris buck","['jennifer lee', 'allison moore', 'chris buck']","['jennifer lee', 'allison moore', 'chris buck']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the hunger games,0.5892857142857144,0.8796296296296297,PG-13,gary ross,"Gary Ross, Suzanne Collins, Billy Ray",0.3542435424354244,"gary ross, suzanne collins, billy ray","['gary ross', 'suzanne collins', 'billy ray']","['gary ross', 'suzanne collins', 'billy ray']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rebel moon - part one: a child of fire,0.3035714285714286,0.9814814814814814,PG-13,zack snyder,"Zack Snyder, Kurt Johnstad, Shay Hatten",0.3210332103321033,"zack snyder, kurt johnstad, shay hatten","['zack snyder', 'kurt johnstad', 'shay hatten']","['zack snyder', 'kurt johnstad', 'shay hatten']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wonka,0.5535714285714287,0.9814814814814814,PG,paul king,"Roald Dahl, Paul King, Simon Farnaby",0.25830258302583026,"roald dahl, paul king, simon farnaby","['roald dahl', 'paul king', 'simon farnaby']","['roald dahl', 'paul king', 'simon farnaby']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inception,0.8750000000000002,0.861111111111111,PG-13,christopher nolan,"Leonardo Di, Caprio, Joseph Gordon-Levitt, Elliot Page",0.3763837638376384,"leonardo di, caprio, joseph gordon-levitt, elliot page","['leonardo di', 'caprio', 'joseph gordon-levitt', 'elliot page']","['leonardo di', 'caprio', 'joseph gordon-levitt', 'elliot page']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
twister,0.4642857142857144,0.7314814814814815,PG-13,jan de bont,"Helen Hunt, Bill Paxton, Cary Elwes",0.24723247232472326,"helen hunt, bill paxton, cary elwes","['helen hunt', 'bill paxton', 'cary elwes']","['helen hunt', 'bill paxton', 'cary elwes']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damsel,0.3928571428571429,0.9907407407407407,PG-13,juan carlos fresnadillo,"Millie Bobby Brown, Ray Winstone, Angela Bassett",0.23616236162361626,"millie bobby brown, ray winstone, angela bassett","['millie bobby brown', 'ray winstone', 'angela bassett']","['millie bobby brown', 'ray winstone', 'angela bassett']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dune,0.42857142857142866,0.6203703703703703,PG-13,david lynch,"Kyle Mac, Lachlan, Virginia Madsen, Francesca Annis",0.33579335793357934,"kyle mac, lachlan, virginia madsen, francesca annis","['kyle mac', 'lachlan', 'virginia madsen', 'francesca annis']","['kyle mac', 'lachlan', 'virginia madsen', 'francesca annis']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arthur the king,0.5535714285714287,0.9907407407407407,PG-13,simon cellan jones,"Mark Wahlberg, Simu Liu, Juliet Rylance",0.22509225092250923,"mark wahlberg, simu liu, juliet rylance","['mark wahlberg', 'simu liu', 'juliet rylance']","['mark wahlberg', 'simu liu', 'juliet rylance']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kung fu panda ,0.42857142857142866,0.9907407407407407,PG,mike mitchell,"Jonathan Aibel, Glenn Berger, Darren Lemke",0.1771217712177122,"jonathan aibel, glenn berger, darren lemke","['jonathan aibel', 'glenn berger', 'darren lemke']","['jonathan aibel', 'glenn berger', 'darren lemke']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mad max beyond thunderdome,0.41071428571428586,0.6296296296296295,PG-13,george miller,"Terry Hayes, George Miller, Byron Kennedy",0.22509225092250923,"terry hayes, george miller, byron kennedy","['terry hayes', 'george miller', 'byron kennedy']","['terry hayes', 'george miller', 'byron kennedy']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manjummel boys,0.8035714285714288,0.9907407407407407,R,chidambaram,"Soubin Shahir, Sreenath Bhasi, Balu Varghese",0.25940959409594094,"soubin shahir, sreenath bhasi, balu varghese","['soubin shahir', 'sreenath bhasi', 'balu varghese']","['soubin shahir', 'sreenath bhasi', 'balu varghese']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
golden kamuy,0.4464285714285716,0.9907407407407407,R,shigeaki kubo,"Kento Yamazaki, Anna Yamada, Yûma Yamoto",0.25940959409594094,"kento yamazaki, anna yamada, yûma yamoto","['kento yamazaki', 'anna yamada', 'yûma yamoto']","['kento yamazaki', 'anna yamada', 'yûma yamoto']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
planet of the apes,0.7321428571428573,0.4722222222222222,G,franklin j. schaffner,"Michael Wilson, Rod Serling, Pierre Boulle",0.24354243542435425,"michael wilson, rod serling, pierre boulle","['michael wilson', 'rod serling', 'pierre boulle']","['michael wilson', 'rod serling', 'pierre boulle']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barbie,0.5178571428571429,0.9814814814814814,PG-13,greta gerwig,"Margot Robbie, Ryan Gosling, Issa Rae",0.25092250922509224,"margot robbie, ryan gosling, issa rae","['margot robbie', 'ryan gosling', 'issa rae']","['margot robbie', 'ryan gosling', 'issa rae']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
twisters,0.5714285714285715,0.9907407407407407,PG-13,lee isaac chung,"Mark L. Smith, Joseph Kosinski, Michael Crichton",0.25940959409594094,"mark l. smith, joseph kosinski, michael crichton","['mark l. smith', 'joseph kosinski', 'michael crichton']","['mark l. smith', 'joseph kosinski', 'michael crichton']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inside out ,0.5714285714285715,0.9907407407407407,PG,kelsey mann,"Amy Poehler, Phyllis Smith, Lewis Black",0.19926199261992622,"amy poehler, phyllis smith, lewis black","['amy poehler', 'phyllis smith', 'lewis black']","['amy poehler', 'phyllis smith', 'lewis black']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bad boys: ride or die,0.5714285714285715,0.9907407407407407,R,adil el arbi,"Will Smith, Martin Lawrence, Vanessa Hudgens",0.25940959409594094,"will smith, martin lawrence, vanessa hudgens","['will smith', 'martin lawrence', 'vanessa hudgens']","['will smith', 'martin lawrence', 'vanessa hudgens']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mad max : the road warrior,0.6607142857142858,0.5925925925925926,R,george miller,"Terry Hayes, George Miller, Brian Hannant",0.18450184501845018,"terry hayes, george miller, brian hannant","['terry hayes', 'george miller', 'brian hannant']","['terry hayes', 'george miller', 'brian hannant']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
godzilla minus one,0.7142857142857144,0.9814814814814814,PG-13,takashi yamazaki,"Ryunosuke Kamiki, Minami Hamabe, Sakura Andô",0.2878228782287823,"ryunosuke kamiki, minami hamabe, sakura andô","['ryunosuke kamiki', 'minami hamabe', 'sakura andô']","['ryunosuke kamiki', 'minami hamabe', 'sakura andô']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love lies bleeding,0.5000000000000001,0.9907407407407407,R,rose glass,"Anna Baryshnikov, Kristen Stewart, Dave Franco",0.21402214022140223,"anna baryshnikov, kristen stewart, dave franco","['anna baryshnikov', 'kristen stewart', 'dave franco']","['anna baryshnikov', 'kristen stewart', 'dave franco']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dawn of the planet of the apes,0.6607142857142858,0.8981481481481481,PG-13,matt reeves,"Mark Bomback, Rick Jaffa, Amanda Silver",0.30996309963099633,"mark bomback, rick jaffa, amanda silver","['mark bomback', 'rick jaffa', 'amanda silver']","['mark bomback', 'rick jaffa', 'amanda silver']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
planet of the apes,0.3214285714285715,0.7777777777777778,PG-13,tim burton,"Pierre Boulle, William Broyles Jr.Lawrence Konner",0.2730627306273063,"pierre boulle, william broyles jr.lawrence konner","['pierre boulle', 'william broyles jr.lawrence konner']","['pierre boulle', 'william broyles jr.lawrence konner']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mad max,0.5178571428571429,0.5740740740740741,R,george miller,"James Mc, Causland, George Miller, Byron Kennedy",0.15498154981549817,"james mc, causland, george miller, byron kennedy","['james mc', 'causland', 'george miller', 'byron kennedy']","['james mc', 'causland', 'george miller', 'byron kennedy']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
war for the planet of the apes,0.6250000000000002,0.9259259259259259,PG-13,matt reeves,"Mark Bomback, Matt Reeves, Rick Jaffa",0.34686346863468637,"mark bomback, matt reeves, rick jaffa","['mark bomback', 'matt reeves', 'rick jaffa']","['mark bomback', 'matt reeves', 'rick jaffa']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghostbusters: frozen empire,0.41071428571428586,0.9907407407407407,PG-13,gil kenan,"Gil Kenan, Jason Reitman, Ivan Reitman",0.25461254612546125,"gil kenan, jason reitman, ivan reitman","['gil kenan', 'jason reitman', 'ivan reitman']","['gil kenan', 'jason reitman', 'ivan reitman']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thelma the unicorn,0.33928571428571436,0.9907407407407407,PG,jared hess,"Brittany Howard, Will Forte, Jon Heder",0.17343173431734318,"brittany howard, will forte, jon heder","['brittany howard', 'will forte', 'jon heder']","['brittany howard', 'will forte', 'jon heder']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the garfield movie,0.3571428571428573,0.9907407407407407,PG,mark dindal,"Paul A. Kaplan, Mark Torgove, David Reynolds",0.20295202952029523,"paul a. kaplan, mark torgove, david reynolds","['paul a. kaplan', 'mark torgove', 'david reynolds']","['paul a. kaplan', 'mark torgove', 'david reynolds']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
godzilla x kong: the new empire,0.41071428571428586,0.9907407407407407,PG-13,adam wingard,"Terry Rossio, Adam Wingard, Simon Barrett",0.25461254612546125,"terry rossio, adam wingard, simon barrett","['terry rossio', 'adam wingard', 'simon barrett']","['terry rossio', 'adam wingard', 'simon barrett']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
civil war,0.6250000000000002,0.9907407407407407,R,alex garland,"Kirsten Dunst, Wagner Moura, Cailee Spaeny",0.23247232472324725,"kirsten dunst, wagner moura, cailee spaeny","['kirsten dunst', 'wagner moura', 'cailee spaeny']","['kirsten dunst', 'wagner moura', 'cailee spaeny']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mad max: fury road,0.75,0.9074074074074074,R,george miller,"Tom Hardy, Charlize Theron, Nicholas Hoult",0.2730627306273063,"tom hardy, charlize theron, nicholas hoult","['tom hardy', 'charlize theron', 'nicholas hoult']","['tom hardy', 'charlize theron', 'nicholas hoult']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atlas,0.3035714285714286,0.9907407407407407,PG-13,brad peyton,"Jennifer Lopez, Simu Liu, Sterling K. Brown",0.2656826568265683,"jennifer lopez, simu liu, sterling k. brown","['jennifer lopez', 'simu liu', 'sterling k. brown']","['jennifer lopez', 'simu liu', 'sterling k. brown']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kingdom of the planet of the apes,0.5892857142857144,0.9907407407407407,PG-13,wes ball,"Owen Teague, Freya Allan, Kevin Durand",0.36531365313653136,"owen teague, freya allan, kevin durand","['owen teague', 'freya allan', 'kevin durand']","['owen teague', 'freya allan', 'kevin durand']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
furiosa: a mad max saga,0.7142857142857144,0.9907407407407407,R,george miller,"Anya Taylor-Joy, Chris Hemsworth, Tom Burke",0.3763837638376384,"anya taylor-joy, chris hemsworth, tom burke","['anya taylor-joy', 'chris hemsworth', 'tom burke']","['anya taylor-joy', 'chris hemsworth', 'tom burke']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wall·e,0.8035714285714288,0.8425925925925926,G,andrew stanton,"Andrew Stanton, Pete Docter, Jim Reardon",0.1918819188191882,"andrew stanton, pete docter, jim reardon","['andrew stanton', 'pete docter', 'jim reardon']","['andrew stanton', 'pete docter', 'jim reardon']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider-man: beyond the spider-verse,0.5714285714285715,0.9074074074074074,R,joaquim dos santos,"Shameik Moore, Hailee Steinfeld, Brian Tyree Henry",0.25940959409594094,"shameik moore, hailee steinfeld, brian tyree henry","['shameik moore', 'hailee steinfeld', 'brian tyree henry']","['shameik moore', 'hailee steinfeld', 'brian tyree henry']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hercules,0.6071428571428572,0.7407407407407407,G,ron clements,"Ron Clements, John Musker, Don Mc, Enery",0.17343173431734318,"ron clements, john musker, don mc, enery","['ron clements', 'john musker', 'don mc', 'enery']","['ron clements', 'john musker', 'don mc', 'enery']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sing,0.5714285714285715,0.9166666666666666,PG,garth jennings,"Matthew Mc, Conaughey, Reese Witherspoon, Seth Mac, Farlane",0.22878228782287824,"matthew mc, conaughey, reese witherspoon, seth mac, farlane","['matthew mc', 'conaughey', 'reese witherspoon', 'seth mac', 'farlane']","['matthew mc', 'conaughey', 'reese witherspoon', 'seth mac', 'farlane']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castle in the sky,0.7321428571428573,0.6388888888888888,PG,hayao miyazaki,"Hayao Miyazaki, Jonathan Swift",0.2915129151291513,"hayao miyazaki, jonathan swift","['hayao miyazaki', 'jonathan swift']","['hayao miyazaki', 'jonathan swift']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"monsters, inc.",0.75,0.7777777777777778,G,pete docter,"Pete Docter, Jill Culton, Jeff Pidgeon",0.1697416974169742,"pete docter, jill culton, jeff pidgeon","['pete docter', 'jill culton', 'jeff pidgeon']","['pete docter', 'jill culton', 'jeff pidgeon']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tangled,0.6785714285714287,0.861111111111111,PG,nathan greno,"Mandy Moore, Zachary Levi, Donna Murphy",0.19926199261992622,"mandy moore, zachary levi, donna murphy","['mandy moore', 'zachary levi', 'donna murphy']","['mandy moore', 'zachary levi', 'donna murphy']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up,0.785714285714286,0.8518518518518519,PG,pete docter,"Pete Docter, Bob Peterson, Tom Mc, Carthy",0.18450184501845018,"pete docter, bob peterson, tom mc, carthy","['pete docter', 'bob peterson', 'tom mc', 'carthy']","['pete docter', 'bob peterson', 'tom mc', 'carthy']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toy story,0.785714285714286,0.7222222222222222,G,john lasseter,"John Lasseter, Pete Docter, Andrew Stanton",0.12915129151291513,"john lasseter, pete docter, andrew stanton","['john lasseter', 'pete docter', 'andrew stanton']","['john lasseter', 'pete docter', 'andrew stanton']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puss in boots: the last wish,0.6964285714285715,0.9722222222222222,PG,joel crawford,"Paul Fisher, Tommy Swerdlow, Tom Wheeler",0.2066420664206642,"paul fisher, tommy swerdlow, tom wheeler","['paul fisher', 'tommy swerdlow', 'tom wheeler']","['paul fisher', 'tommy swerdlow', 'tom wheeler']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
encanto,0.5892857142857144,0.962962962962963,PG,jared bush,"Charise Castro Smith, Jared Bush, Byron Howard",0.2066420664206642,"charise castro smith, jared bush, byron howard","['charise castro smith', 'jared bush', 'byron howard']","['charise castro smith', 'jared bush', 'byron howard']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coco,0.8035714285714288,0.9259259259259259,PG,lee unkrich,"Lee Unkrich, Jason Katz, Matthew Aldrich",0.21771217712177124,"lee unkrich, jason katz, matthew aldrich","['lee unkrich', 'jason katz', 'matthew aldrich']","['lee unkrich', 'jason katz', 'matthew aldrich']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frozen,0.6250000000000002,0.8888888888888888,PG,chris buck,"Jennifer Lee, Hans Christian Andersen, Chris Buck",0.2066420664206642,"jennifer lee, hans christian andersen, chris buck","['jennifer lee', 'hans christian andersen', 'chris buck']","['jennifer lee', 'hans christian andersen', 'chris buck']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mufasa: the lion king,0.5714285714285715,0.9907407407407407,R,barry jenkins,"Linda Woolverton, Irene Mecchi, Jonathan Roberts",0.25940959409594094,"linda woolverton, irene mecchi, jonathan roberts","['linda woolverton', 'irene mecchi', 'jonathan roberts']","['linda woolverton', 'irene mecchi', 'jonathan roberts']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
howl's moving castle,0.7678571428571429,0.8055555555555556,PG,hayao miyazaki,"Chieko BaishôTakuya Kimura, Tatsuya Gashûin",0.2693726937269373,"chieko baishôtakuya kimura, tatsuya gashûin","['chieko baishôtakuya kimura', 'tatsuya gashûin']","['chieko baishôtakuya kimura', 'tatsuya gashûin']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zootopia,0.7321428571428573,0.9166666666666666,PG,byron howard,"Byron Howard, Rich Moore, Jared Bush",0.22878228782287824,"byron howard, rich moore, jared bush","['byron howard', 'rich moore', 'jared bush']","['byron howard', 'rich moore', 'jared bush']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teenage mutant ninja turtles: mutant mayhem,0.5892857142857144,0.9814814814814814,PG,jeff rowe,"Seth Rogen, Evan Goldberg, Jeff Rowe",0.1955719557195572,"seth rogen, evan goldberg, jeff rowe","['seth rogen', 'evan goldberg', 'jeff rowe']","['seth rogen', 'evan goldberg', 'jeff rowe']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kung fu panda,0.6607142857142858,0.8425925925925926,PG,mark osborne,"Jonathan Aibel, Glenn Berger, Ethan Reiff",0.1697416974169742,"jonathan aibel, glenn berger, ethan reiff","['jonathan aibel', 'glenn berger', 'ethan reiff']","['jonathan aibel', 'glenn berger', 'ethan reiff']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the lion king,0.5178571428571429,0.9444444444444444,PG,jon favreau,"Jeff Nathanson, Irene Mecchi, Jonathan Roberts",0.2656826568265683,"jeff nathanson, irene mecchi, jonathan roberts","['jeff nathanson', 'irene mecchi', 'jonathan roberts']","['jeff nathanson', 'irene mecchi', 'jonathan roberts']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider-man: into the spider-verse,0.8035714285714288,0.9351851851851851,PG,bob persichetti,"Phil Lord, Rodney Rothman",0.26199261992619927,"phil lord, rodney rothman","['phil lord', 'rodney rothman']","['phil lord', 'rodney rothman']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the incredibles,0.7321428571428573,0.8055555555555556,PG,brad bird,"Craig T. Nelson, Samuel L. Jackson, Holly Hunter",0.25461254612546125,"craig t. nelson, samuel l. jackson, holly hunter","['craig t. nelson', 'samuel l. jackson', 'holly hunter']","['craig t. nelson', 'samuel l. jackson', 'holly hunter']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mars express,0.642857142857143,0.9814814814814814,Not Rated,jérémie périn,"Léa Drucker, Mathieu Amalric, Daniel Njo Lobé",0.15498154981549817,"léa drucker, mathieu amalric, daniel njo lobé","['léa drucker', 'mathieu amalric', 'daniel njo lobé']","['léa drucker', 'mathieu amalric', 'daniel njo lobé']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shrek ,0.6071428571428572,0.8055555555555556,PG,andrew adamson,"William Steig, Andrew Adamson, Joe Stillman",0.17343173431734318,"william steig, andrew adamson, joe stillman","['william steig', 'andrew adamson', 'joe stillman']","['william steig', 'andrew adamson', 'joe stillman']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
your name.,0.8035714285714288,0.9166666666666666,R,makoto shinkai,"Makoto Shinkai, Clark Cheng",0.25940959409594094,"makoto shinkai, clark cheng","['makoto shinkai', 'clark cheng']","['makoto shinkai', 'clark cheng']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elemental,0.5535714285714287,0.9814814814814814,PG,peter sohn,"John Hoberg, Kat Likkel, Brenda Hsueh",0.20295202952029523,"john hoberg, kat likkel, brenda hsueh","['john hoberg', 'kat likkel', 'brenda hsueh']","['john hoberg', 'kat likkel', 'brenda hsueh']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ratatouille,0.75,0.8333333333333334,G,brad bird,"Brad Bird, Jan Pinkava, Jim Capobianco",0.23985239852398527,"brad bird, jan pinkava, jim capobianco","['brad bird', 'jan pinkava', 'jim capobianco']","['brad bird', 'jan pinkava', 'jim capobianco']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moana,0.6607142857142858,0.9166666666666666,PG,ron clements,"Ron Clements, John Musker, Don Hall",0.22509225092250923,"ron clements, john musker, don hall","['ron clements', 'john musker', 'don hall']","['ron clements', 'john musker', 'don hall']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harold and the purple crayon,0.5714285714285715,0.9907407407407407,PG,carlos saldanha,"Zachary Levi, Lil Rel Howery, Benjamin Bottani",0.1697416974169742,"zachary levi, lil rel howery, benjamin bottani","['zachary levi', 'lil rel howery', 'benjamin bottani']","['zachary levi', 'lil rel howery', 'benjamin bottani']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finding nemo,0.7678571428571429,0.7962962962962963,G,andrew stanton,"Andrew Stanton, Bob Peterson, David Reynolds",0.19926199261992622,"andrew stanton, bob peterson, david reynolds","['andrew stanton', 'bob peterson', 'david reynolds']","['andrew stanton', 'bob peterson', 'david reynolds']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sing ,0.6071428571428572,0.962962962962963,PG,garth jennings,"Matthew Mc, Conaughey, Reese Witherspoon, Scarlett Johansson",0.23616236162361626,"matthew mc, conaughey, reese witherspoon, scarlett johansson","['matthew mc', 'conaughey', 'reese witherspoon', 'scarlett johansson']","['matthew mc', 'conaughey', 'reese witherspoon', 'scarlett johansson']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trolls band together,0.3750000000000001,0.9814814814814814,PG,walt dohrn,"Anna Kendrick, Justin Timberlake, Kenan Thompson",0.1660516605166052,"anna kendrick, justin timberlake, kenan thompson","['anna kendrick', 'justin timberlake', 'kenan thompson']","['anna kendrick', 'justin timberlake', 'kenan thompson']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
transformers one,0.5714285714285715,0.9907407407407407,R,josh cooley,"Chris Hemsworth, Brian Tyree Henry, Scarlett Johansson",0.25940959409594094,"chris hemsworth, brian tyree henry, scarlett johansson","['chris hemsworth', 'brian tyree henry', 'scarlett johansson']","['chris hemsworth', 'brian tyree henry', 'scarlett johansson']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the boy and the heron,0.6607142857142858,0.9814814814814814,PG-13,hayao miyazaki,Hayao Miyazaki,0.2878228782287823,hayao miyazaki,['hayao miyazaki'],['hayao miyazaki'],['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
